ID,Actual Categry,Predicted Categry,Percent Confidence
603336.png,feh_regular,feh_regular,79.95
603392.png,feh_regular,feh_regular,80.52
603386.png,feh_regular,feh_regular,94.46
603379.png,feh_regular,sad_regular,48.64
603351.png,feh_regular,feh_regular,71.72
603345.png,feh_regular,feh_regular,88.58
603219.png,feh_regular,feh_regular,57.3
603225.png,feh_regular,feh_regular,44.62
603231.png,feh_regular,feh_regular,49.0
603230.png,feh_regular,feh_regular,42.55
603224.png,feh_regular,feh_regular,29.49
603218.png,feh_regular,feh_regular,92.88
603344.png,feh_regular,feh_end,29.41
603350.png,feh_regular,meem_begin,16.8
603378.png,feh_regular,feh_regular,57.59
603387.png,feh_regular,feh_regular,31.47
603393.png,feh_regular,feh_regular,89.95
603385.png,feh_regular,feh_regular,94.74
603391.png,feh_regular,feh_regular,46.74
603346.png,feh_regular,feh_regular,46.2
603352.png,feh_regular,qaf_begin,23.6
603232.png,feh_regular,feh_regular,85.46
603226.png,feh_regular,feh_regular,60.66
603227.png,feh_regular,waw_regular,18.79
603233.png,feh_regular,feh_regular,56.17
603353.png,feh_regular,qaf_regular,33.8
603347.png,feh_regular,waw_regular,42.66
603390.png,feh_regular,feh_begin,83.13
603384.png,feh_regular,feh_regular,96.3
603380.png,feh_regular,qaf_regular,67.56
603394.png,feh_regular,feh_begin,85.84
603343.png,feh_regular,beh_regular,15.29
603357.png,feh_regular,noon_regular,79.1
603237.png,feh_regular,feh_regular,28.76
603223.png,feh_regular,feh_regular,78.95
603222.png,feh_regular,jeem_begin,45.88
603236.png,feh_regular,feh_regular,71.25
603356.png,feh_regular,qaf_regular,61.63
603342.png,feh_regular,noon_end,22.06
603395.png,feh_regular,noon_begin,42.99
603381.png,feh_regular,feh_begin,54.61
603397.png,feh_regular,feh_begin,26.54
603383.png,feh_regular,feh_regular,71.08
603354.png,feh_regular,noon_regular,32.55
603340.png,feh_regular,feh_regular,37.59
603368.png,feh_regular,qaf_regular,63.82
603220.png,feh_regular,feh_regular,72.33
603234.png,feh_regular,beh_begin,35.56
603208.png,feh_regular,feh_regular,77.21
603209.png,feh_regular,feh_regular,93.8
603235.png,feh_regular,feh_regular,25.32
603221.png,feh_regular,feh_regular,16.33
603369.png,feh_regular,feh_regular,48.44
603341.png,feh_regular,feh_regular,59.3
603355.png,feh_regular,feh_begin,37.02
603382.png,feh_regular,feh_begin,89.33
603396.png,feh_regular,feh_begin,90.3
606591.png,lam_middle,lam_middle,98.58
606585.png,lam_middle,lam_middle,81.23
606552.png,lam_middle,lam_middle,63.57
606546.png,lam_middle,lam_middle,99.76
606426.png,lam_middle,lam_middle,94.02
606432.png,lam_middle,beh_middle,32.91
606433.png,lam_middle,lam_middle,52.05
606427.png,lam_middle,lam_middle,99.32
606547.png,lam_middle,lam_middle,52.08
606553.png,lam_middle,yaa_middle,49.34
606584.png,lam_middle,lam_middle,77.96
606590.png,lam_middle,lam_middle,65.55
606586.png,lam_middle,lam_middle,86.92
606592.png,lam_middle,lam_middle,43.98
606545.png,lam_middle,noon_middle,50.12
606551.png,lam_middle,lam_middle,84.15
606579.png,lam_middle,noon_middle,56.21
606431.png,lam_middle,lam_middle,97.64
606425.png,lam_middle,lam_middle,82.77
606419.png,lam_middle,meem_middle,39.89
606418.png,lam_middle,lam_middle,35.86
606424.png,lam_middle,lam_middle,68.47
606430.png,lam_middle,lam_middle,99.08
606578.png,lam_middle,lam_middle,99.49
606550.png,lam_middle,lam_middle,93.44
606544.png,lam_middle,beh_middle,52.32
606593.png,lam_middle,lam_middle,94.86
606587.png,lam_middle,seen_begin,41.23
606583.png,lam_middle,lam_middle,99.37
606597.png,lam_middle,lam_middle,61.17
606568.png,lam_middle,noon_middle,57.48
606540.png,lam_middle,lam_middle,94.6
606554.png,lam_middle,lam_middle,93.22
606408.png,lam_middle,lam_middle,54.59
606434.png,lam_middle,seen_middle,19.58
606420.png,lam_middle,lam_middle,98.98
606421.png,lam_middle,lam_middle,95.36
606435.png,lam_middle,seen_begin,42.44
606409.png,lam_middle,lam_middle,96.34
606555.png,lam_middle,lam_middle,98.53
606541.png,lam_middle,lam_middle,59.8
606569.png,lam_middle,lam_middle,75.86
606596.png,lam_middle,lam_middle,93.84
606582.png,lam_middle,lam_middle,96.97
606594.png,lam_middle,alif_end,57.74
606580.png,lam_middle,seen_middle,17.71
606557.png,lam_middle,seen_middle,39.05
606543.png,lam_middle,lam_middle,46.21
606423.png,lam_middle,lam_middle,95.32
606437.png,lam_middle,yaa_middle,41.43
606436.png,lam_middle,noon_middle,50.05
606422.png,lam_middle,lam_middle,92.81
606542.png,lam_middle,ain_begin,70.39
606556.png,lam_middle,lam_middle,73.31
606581.png,lam_middle,raa_end,86.03
606595.png,lam_middle,alif_end,38.03
606531.png,lam_middle,lam_middle,93.16
606525.png,lam_middle,lam_middle,66.69
606519.png,lam_middle,lam_middle,83.94
606486.png,lam_middle,beh_middle,57.92
606492.png,lam_middle,beh_regular,55.0
606445.png,lam_middle,dal_end,52.7
606451.png,lam_middle,lam_middle,94.14
606479.png,lam_middle,lam_middle,95.19
606478.png,lam_middle,lam_middle,93.46
606450.png,lam_middle,raa_end,69.76
606444.png,lam_middle,noon_middle,54.46
606493.png,lam_middle,feh_regular,72.51
606487.png,lam_middle,lam_middle,98.51
606518.png,lam_middle,lam_middle,73.62
606524.png,lam_middle,lam_middle,98.5
606530.png,lam_middle,lam_middle,74.74
606526.png,lam_middle,lam_begin,61.13
606532.png,lam_middle,lam_middle,48.9
606491.png,lam_middle,raa_end,69.33
606485.png,lam_middle,lam_middle,85.25
606452.png,lam_middle,lam_middle,99.49
606446.png,lam_middle,dal_end,38.2
606447.png,lam_middle,lam_middle,99.15
606453.png,lam_middle,lam_middle,97.43
